Hazmat,X,Y,Z,Distance
explosive,0.18973939882738944,0.2403693476893894,0.2476461867760924,0.45486986650792033
organic-peroxide,0.4073219957403782,0.3906893284349175,0.37988615568105955,0.747395529078581
organic-peroxide,0.28524040918719307,0.11872524316390372,-0.09057244754257092,0.6004835940430606
flammable,0.2686927301609712,0.20433950415143537,0.25879208947031757,0.48586975750709177
oxygen,0.11085845767864722,0.13661243576584428,0.1686489087448569,0.3090694887251496
